benefit,benefit_id
Laptop- Chế độ bảo hiểm- Phụ cấp- Xe đưa đón- Đồng phục- Chăm sóc sức khỏe- Đào tạo- Công tác phí- Nghỉ phép năm,1538
Laptop- Chế độ bảo hiểm- Phụ cấp- Chế độ thưởng- Đào tạo- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm- CLB thể thao,1539
Laptop- Chế độ bảo hiểm- Du Lịch- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Nghỉ phép năm,1540
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1541
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Phụ cấp thâm niên- CLB thể thao,1542
Chế độ bảo hiểm- Du Lịch- Đồng phục- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1543
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1544
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chăm sóc sức khỏe- Đào tạo- Công tác phí- Nghỉ phép năm,1545
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Đồng phục- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm- CLB thể thao,1546
Laptop- Chế độ bảo hiểm- Phụ cấp- Đồng phục- Chế độ thưởng- Tăng lương- Phụ cấp thâm niên,1547
Laptop- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Nghỉ phép năm,1548
Laptop- Chế độ bảo hiểm- Phụ cấp- Chế độ thưởng- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1549
Chế độ bảo hiểm- Chăm sóc sức khỏe- Đào tạo,1550
Laptop- Chế độ bảo hiểm- Đồng phục- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm,1551
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm,1552
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Xe đưa đón- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Công tác phí- Nghỉ phép năm,1553
Chế độ bảo hiểm- Phụ cấp- Chế độ thưởng- Đào tạo- Tăng lương,1554
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Đào tạo- Nghỉ phép năm,1555
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Phụ cấp thâm niên- CLB thể thao,1556
Chế độ bảo hiểm- Phụ cấp- Đồng phục- Chế độ thưởng- Đào tạo,1557
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí,1558
Chế độ bảo hiểm- Phụ cấp- Đồng phục- Đào tạo- Tăng lương- Nghỉ phép năm,1559
Chế độ bảo hiểm- Xe đưa đón- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm,1560
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Chế độ thưởng- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1561
Chế độ bảo hiểm- Du Lịịch- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm,1562
Laptop- Chế độ bảo hiểm- Phụ cấp- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm- CLB thể thao,1563
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Nghỉ phép năm- CLB thể thao,1564
Chế độ bảo hiểm- Du Lịch- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Công tác phí- Nghỉ phép năm,1565
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương,1566
Laptop- Chế độ bảo hiểm- Du Lịch- Du lịch nước ngoài- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1567
Chế độ bảo hiểm- Phụ cấp- Chăm sóc sức khỏe- Công tác phí,1568
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Chăm sóc sức khỏe- Đào tạo- Công tác phí- Nghỉ phép năm,1569
Laptop- Chế độ bảo hiểm- Phụ cấp- Chăm sóc sức khỏe- Nghỉ phép năm,1570
Laptop- Chế độ bảo hiểm- Du Lịch- Xe đưa đón- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1571
Chế độ bảo hiểm- Đồng phục- Chăm sóc sức khỏe- Tăng lương- Nghỉ phép năm,1572
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm,1573
Laptop- Chế độ bảo hiểm- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Phụ cấp thâm niên,1574
Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm- CLB thể thao,1575
Chế độ bảo hiểm- Du Lịch- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên,1576
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1577
Laptop- Chế độ bảo hiểm- Xe đưa đón- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Nghỉ phép năm,1578
Du Lịch- Phụ cấp- Xe đưa đón- Chế độ thưởng- Tăng lương,1579
Chế độ bảo hiểm- Du Lịch- Đồng phục- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1580
Chế độ bảo hiểm- Du Lịch- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Tăng lương- Công tác phí- Nghỉ phép năm,1581
Laptop- Chế độ bảo hiểm- Phụ cấp- Xe đưa đón- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí,1582
Laptop- Du Lịch- Đào tạo,1583
Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương,1584
Laptop- Chế độ bảo hiểm- Phụ cấp- Chế độ thưởng- Nghỉ phép năm,1585
Du Lịch- Phụ cấp- Chế độ thưởng- Đào tạo- Tăng lương- Nghỉ phép năm- CLB thể thao,1586
Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Công tác phí- Nghỉ phép năm,1587
Laptop- Chế độ bảo hiểm- Phụ cấp- Xe đưa đón- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm- CLB thể thao,1588
Laptop- Chế độ bảo hiểm- Du Lịch- Đồng phục- Đào tạo- Công tác phí- Nghỉ phép năm- CLB thể thao,1589
Chế độ bảo hiểm- Phụ cấp- Xe đưa đón- Chế độ thưởng- Tăng lương,1590
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Chế độ thưởng- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1591
Chế độ bảo hiểm- Du Lịch- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1592
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Xe đưa đón- Đào tạo- Tăng lương- Nghỉ phép năm,1593
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm- CLB thể thao,1594
Xe đưa đón- Chế độ thưởng- Đào tạo- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1595
Chế độ bảo hiểm- Phụ cấp- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Phụ cấp thâm niên- Nghỉ phép năm,1596
Chế độ bảo hiểm- Du Lịch- Xe đưa đón- Chế độ thưởng- Đào tạo- Tăng lương,1597
Laptop- Chế độ bảo hiểm- Phụ cấp- Xe đưa đón- Đồng phục- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Nghỉ phép năm,1598
Laptop- Chế độ bảo hiểm- Phụ cấp- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên,1599
Chế độ bảo hiểm- Phụ cấp- Đào tạo- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1600
Laptop- Chế độ bảo hiểm- Phụ cấp- Xe đưa đón- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Nghỉ phép năm- CLB thể thao,1601
Laptop- Chế độ bảo hiểm- Phụ cấp- Xe đưa đón- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Nghỉ phép năm- CLB thể thao,1602
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chăm sóc sức khỏe- Đào tạo- Phụ cấp thâm niên- Nghỉ phép năm,1603
Chế độ bảo hiểm- Chăm sóc sức khỏe- Phụ cấp thâm niên- Nghỉ phép năm,1604
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- CLB thể thao,1605
Phụ cấp- Chế độ thưởng- Đào tạo- CLB thể thao,1606
Chế độ bảo hiểm- Du Lịch- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Công tác phí- Nghỉ phép năm,1607
Chế độ bảo hiểm- Phụ cấp- Đồng phục,1608
Chế độ bảo hiểm- Phụ cấp- Đồng phục- Chế độ thưởng- Công tác phí- Nghỉ phép năm,1609
Laptop- Chế độ bảo hiểm- Phụ cấp- Đồng phục- Chế độ thưởng- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1610
Chế độ bảo hiểm- Phụ cấp- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1611
Laptop- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm,1612
Laptop- Chế độ bảo hiểm- Tăng lương- Nghỉ phép năm,1613
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo,1614
Du Lịch- Phụ cấp- Du lịch nước ngoài- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Phụ cấp thâm niên,1615
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm- CLB thể thao,1616
Laptop- Chế độ bảo hiểm- Du Lịch- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1617
Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Nghỉ phép năm,1618
Laptop- Chế độ bảo hiểm- Du Lịch- Đồng phục- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm- CLB thể thao,1619
Chế độ bảo hiểm- Phụ cấp- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm- CLB thể thao,1620
Laptop- Chế độ bảo hiểm- Phụ cấp- Đồng phục- Chế độ thưởng- Đào tạo- Nghỉ phép năm,1621
Chế độ bảo hiểm- Chế độ thưởng- Chăm sóc sức khỏe,1622
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Tăng lương- Nghỉ phép năm,1623
Chế độ bảo hiểm- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm,1624
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Chăm sóc sức khỏe- Đào tạo- Nghỉ phép năm,1625
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Xe đưa đón- Chế độ thưởng- Đào tạo- Tăng lương- Nghỉ phép năm,1626
Du Lịch- Phụ cấp- Đồng phục- Chăm sóc sức khỏe- Đào tạo- Công tác phí- Nghỉ phép năm,1627
Chế độ bảo hiểm- Phụ cấp- Xe đưa đón- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1628
Laptop- Phụ cấp- Chế độ thưởng- Đào tạo- Nghỉ phép năm,1629
Chế độ bảo hiểm- Du Lịch- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm- CLB thể thao,1630
Chế độ bảo hiểm- Xe đưa đón- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương,1631
Chế độ bảo hiểm- Đào tạo- Nghỉ phép năm,1632
Chế độ bảo hiểm- Phụ cấp- Chế độ thưởng- Tăng lương- Công tác phí- Nghỉ phép năm,1633
Du Lịch- Phụ cấp- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Phụ cấp thâm niên,1634
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm- CLB thể thao,1635
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đào tạo- Tăng lương,1636
Laptop- Chế độ bảo hiểm- Phụ cấp- Đồng phục- Chăm sóc sức khỏe- Đào tạo- Nghỉ phép năm- CLB thể thao,1637
Laptop- Chế độ bảo hiểm- Phụ cấp- Xe đưa đón- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm,1638
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí,1639
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Xe đưa đón- Đồng phục- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Nghỉ phép năm,1640
Laptop- Chế độ bảo hiểm- Đào tạo- Tăng lương- Nghỉ phép năm- CLB thể thao,1641
Chế độ bảo hiểm- Du Lịch- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Công tác phí- Nghỉ phép năm,1642
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí,1643
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Xe đưa đón- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1644
Laptop- Chế độ bảo hiểm- Du Lịch- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1645
Laptop- Du Lịch- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương,1646
Laptop- Chế độ bảo hiểm- Du Lịch- Đồng phục- Chăm sóc sức khỏe- Đào tạo- Phụ cấp thâm niên- Nghỉ phép năm,1647
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Nghỉ phép năm,1648
Chế độ bảo hiểm- Xe đưa đón- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Nghỉ phép năm,1649
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương,1650
Laptop- Chế độ bảo hiểm- Phụ cấp- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm- CLB thể thao,1651
Chế độ bảo hiểm- Du Lịch- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Nghỉ phép năm- CLB thể thao,1652
Chế độ bảo hiểm- Du Lịch- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí,1653
Laptop- Chế độ bảo hiểm- Du Lịch- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm- CLB thể thao,1654
Laptop- Chế độ bảo hiểm- Phụ cấp- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1655
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Xe đưa đón- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1656
Chế độ bảo hiểm- Xe đưa đón- Chế độ thưởng- Đào tạo- Nghỉ phép năm,1657
Laptop- Chế độ bảo hiểm- Du Lịch- Xe đưa đón- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm- CLB thể thao,1658
Chế độ bảo hiểm- Xe đưa đón- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Nghỉ phép năm,1659
Laptop- Chế độ bảo hiểm- Đồng phục- Công tác phí,1660
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Xe đưa đón- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1661
Chế độ bảo hiểm- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên,1662
Du Lịch- Chế độ thưởng- Đào tạo,1663
Laptop- Chế độ bảo hiểm- Phụ cấp- Chế độ thưởng- Chăm sóc sức khỏe- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1664
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Xe đưa đón- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm,1665
Chế độ bảo hiểm- Du Lịch- Xe đưa đón- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Nghỉ phép năm,1666
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Đào tạo- Công tác phí- Nghỉ phép năm,1667
Laptop- Chế độ thưởng- Đào tạo- Tăng lương,1668
Chế độ bảo hiểm- Phụ cấp- Chăm sóc sức khỏe- Đào tạo- Nghỉ phép năm,1669
Chế độ bảo hiểm- Chế độ thưởng- Chăm sóc sức khỏe- Nghỉ phép năm,1670
Phụ cấp- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1671
Laptop- Chế độ bảo hiểm- Du Lịch- Xe đưa đón- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1672
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Phụ cấp thâm niên,1673
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Chế độ thưởng- Chăm sóc sức khỏe- Tăng lương- Công tác phí- Nghỉ phép năm,1674
Laptop- Chế độ bảo hiểm- Phụ cấp- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1675
Laptop- Chế độ bảo hiểm- Phụ cấp- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Nghỉ phép năm,1676
Chế độ bảo hiểm- Phụ cấp- Xe đưa đón- Đồng phục- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Nghỉ phép năm,1677
Chế độ bảo hiểm- Du Lịch- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên,1678
Chế độ bảo hiểm- Đồng phục- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1679
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Chế độ thưởng- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1680
Chế độ bảo hiểm- Du Lịch- Xe đưa đón- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Nghỉ phép năm,1681
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chăm sóc sức khỏe- Đào tạo- Phụ cấp thâm niên,1682
Laptop- Chế độ bảo hiểm- Phụ cấp- Xe đưa đón- Đồng phục- Đào tạo- Nghỉ phép năm,1683
Chế độ bảo hiểm- Du Lịch- Chế độ thưởng- Đào tạo,1684
Du Lịch- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Nghỉ phép năm,1685
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Nghỉ phép năm- CLB thể thao,1686
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Nghỉ phép năm,1687
Chế độ bảo hiểm- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1688
Chế độ bảo hiểm- Nghỉ phép năm- CLB thể thao,1689
Laptop- Chế độ bảo hiểm- Phụ cấp- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương,1690
Chế độ bảo hiểm- Phụ cấp- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm- CLB thể thao,1691
Du Lịch- Chế độ thưởng- Đào tạo- Tăng lương- Phụ cấp thâm niên,1692
Đồng phục- Chăm sóc sức khỏe- Đào tạo- Nghỉ phép năm,1693
Laptop- Phụ cấp- Chế độ thưởng- Tăng lương,1694
Phụ cấp- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Nghỉ phép năm,1695
Laptop- Chế độ bảo hiểm- Phụ cấp- Đồng phục- Chăm sóc sức khỏe- Tăng lương- Công tác phí- Nghỉ phép năm,1696
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí,1697
Đồng phục- Chăm sóc sức khỏe- Đào tạo,1698
Du Lịch- Phụ cấp- Chế độ thưởng- Đào tạo- Tăng lương,1699
Laptop- Du Lịch- Phụ cấp- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1700
Phụ cấp- Đồng phục- Tăng lương- Công tác phí- Nghỉ phép năm,1701
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên,1702
Chế độ bảo hiểm- Du Lịch- Nghỉ phép năm,1703
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Chế độ thưởng- Tăng lương- Công tác phí,1704
Laptop- Chế độ bảo hiểm- Chăm sóc sức khỏe- Phụ cấp thâm niên- Nghỉ phép năm- CLB thể thao,1705
Laptop- Du Lịch- Đào tạo- Nghỉ phép năm,1706
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Nghỉ phép năm,1707
Chế độ bảo hiểm- Du Lịch- Chăm sóc sức khỏe- Nghỉ phép năm,1708
Chế độ bảo hiểm- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1709
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Đào tạo- Công tác phí- Nghỉ phép năm,1710
Chế độ bảo hiểm- Du Lịch- Chế độ thưởng,1711
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1712
Chế độ bảo hiểm- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm,1713
Chế độ bảo hiểm- Du Lịch- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm- CLB thể thao,1714
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Xe đưa đón- Du lịch nước ngoài- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Nghỉ phép năm,1715
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- CLB thể thao,1716
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Đồng phục- Chế độ thưởng- Đào tạo- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1717
Chế độ bảo hiểm- Đồng phục- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1718
Laptop- Chế độ bảo hiểm- Du Lịch- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Nghỉ phép năm- CLB thể thao,1719
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Chế độ thưởng- Chăm sóc sức khỏe- Tăng lương- Phụ cấp thâm niên- Nghỉ phép năm,1720
Laptop- Chế độ bảo hiểm- Phụ cấp- Chăm sóc sức khỏe- Đào tạo- Nghỉ phép năm,1721
Laptop- Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Chăm sóc sức khỏe- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1722
Laptop- Chế độ bảo hiểm- Du Lịch- Đồng phục- Chế độ thưởng- Tăng lương- Nghỉ phép năm- CLB thể thao,1723
Chế độ bảo hiểm- Du Lịch- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí- Phụ cấp thâm niên- Nghỉ phép năm,1724
Chế độ bảo hiểm- Du Lịch- Phụ cấp- Du lịch nước ngoài- Đồng phục- Chế độ thưởng- Đào tạo- Tăng lương- Công tác phí,1725
Chế độ bảo hiểm- Phụ cấp- Chế độ thưởng- Chăm sóc sức khỏe- Đào tạo- Tăng lương- CLB thể thao,1726
